,n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,fitness
986,-0.5,-0.125,0.5,-1.0,0.875,0.0,-0.375,-0.25,0.0,-1.0,0.75,-0.75,0.875,0.625,-0.375,-0.75,0.875,-0.875,0.125,0
987,-0.75,-0.125,0.0,-0.875,0.875,0.375,0.875,-0.25,0.5,0.0,0.75,-0.625,0.875,0.875,0.125,-0.75,0.875,-1.0,0.25,0
988,-0.5,-0.125,0.0,-0.875,0.625,0.0,0.625,0.75,0.0,-1.0,0.25,-0.75,0.875,0.625,0.125,-0.75,0.375,-1.0,0.125,0
989,-0.5,-0.375,0.5,-0.875,0.625,0.0,0.875,0.75,-1.0,-1.0,0.75,-0.625,0.875,0.625,0.125,-0.75,0.375,-0.875,0.375,1
990,-0.5,-0.375,0.5,-1.0,0.75,0.75,0.625,-0.25,-0.75,0.0,0.75,-0.75,0.875,0.875,0.125,-0.75,0.875,-0.875,0.375,3
991,-0.5,-0.375,0.5,-0.875,0.625,0.0,-0.375,-0.125,-0.5,-1.0,0.25,-0.125,0.875,0.875,0.125,-0.75,0.375,-1.0,0.125,0
992,-0.75,-0.375,-0.5,-0.875,0.875,0.625,0.875,0.75,-0.5,0.0,0.25,-0.625,0.875,0.875,0.125,-0.75,0.875,-1.0,0.125,0
993,-0.5,-0.375,0.0,-0.875,0.875,0.875,-0.375,0.75,0.0,0.0,0.25,-0.75,0.875,0.875,0.125,-0.75,0.375,-0.875,0.375,1
994,-0.5,-0.375,0.5,-0.875,0.625,0.75,0.875,0.875,0.0,0.0,0.25,-0.25,0.875,0.875,0.25,-0.75,0.375,-0.875,0.375,1
995,-0.5,-0.125,0.5,-1.0,0.625,0.5,-0.125,0.75,-1.0,-1.0,0.25,-0.125,0.875,0.625,0.125,-0.75,0.875,-0.875,0.125,0
996,-0.5,-0.375,0.5,-0.875,0.875,0.125,0.875,-0.25,0.25,-1.0,0.75,-0.75,0.875,0.875,0.125,-0.75,0.375,-0.875,0.125,1
997,-0.5,-0.125,0.0,-0.875,0.625,0.375,-0.375,0.75,-1.0,-1.0,0.25,-0.625,0.875,0.875,0.125,-0.75,0.875,-1.0,0.25,1
998,-0.5,-0.125,0.0,-0.875,0.625,0.625,0.625,0.75,0.0,-1.0,0.25,-0.625,0.875,0.625,0.125,-0.75,0.375,-1.0,0.125,1
999,-0.5,-0.375,0.0,-1.0,0.625,0.625,-0.375,0.875,0.25,-1.0,0.5,-0.75,0.875,0.875,0.125,-0.75,0.875,-1.0,0.125,0
